date,1-Year Expected Inflation,5-Year Expected Inflation,10-Year Expected Inflation
2005-08-01,2.4638191,2.4298717,2.4709578
2005-09-01,2.3538136,2.323965,2.3536565
2005-10-01,2.8474638,2.556126,2.5492617
2005-11-01,3.0510174,2.6116749,2.5758744
2005-12-01,3.2271725,2.6256415,2.5702512
2006-01-01,2.4027758,2.4179209,2.4488727
2006-02-01,2.5082827,2.4925589,2.5135642
2006-03-01,1.768612,2.3740367,2.4741254
2006-04-01,2.6830379,2.6220555,2.6257421
2006-05-01,2.8830197,2.6766408,2.6635907
2006-06-01,2.7447553,2.6644275,2.6658287
2006-07-01,2.8005219,2.7219999,2.721923
2006-08-01,2.8670646,2.6393349,2.6194038
2006-09-01,2.6513028,2.5251677,2.5174803
2006-10-01,2.4007047,2.4628321,2.485753
2006-11-01,1.8893923,2.3106579,2.3789791
2006-12-01,1.9891528,2.2915076,2.3467956
2007-01-01,2.6838116,2.5310126,2.5293118
2007-02-01,2.6396415,2.5721237,2.5756304
2007-03-01,2.7976602,2.4818584,2.4594415
2007-04-01,2.7184483,2.4880411,2.4786022
2007-05-01,2.9243064,2.5464455,2.524481
2007-06-01,3.214615,2.7193803,2.6718196
2007-07-01,2.614408,2.6195574,2.6399293
2007-08-01,2.6534371,2.4884813,2.4898174
2007-09-01,2.5740481,2.3982691,2.4115217
2007-10-01,2.2920506,2.3895245,2.4520543
2007-11-01,2.6320037,2.3891912,2.3840553
2007-12-01,2.5437758,2.1453352,2.1470427
2008-01-01,2.466622,2.1512253,2.174666
2008-02-01,2.2977869,2.0129504,2.0725733
2008-03-01,1.9336763,1.8505815,1.9412978
2008-04-01,2.0175043,1.9073272,2.0011092
2008-05-01,2.2868435,2.1396628,2.2201559
2008-06-01,2.7285115,2.2835338,2.3034655
2008-07-01,2.9490198,2.3433765,2.343078
2008-08-01,3.0525448,2.3521255,2.3471243
2008-09-01,2.7309252,2.1877163,2.2096956
2008-10-01,1.6072395,1.9686992,2.1066821
2008-11-01,0.78457206,1.7893924,2.0072092
2008-12-01,0.28299557,1.3218537,1.5806981
2009-01-01,0.47357505,1.3752818,1.621304
2009-02-01,0.38164688,1.4101179,1.6701025
2009-03-01,-0.48067803,1.2759688,1.6327655
2009-04-01,1.2289362,1.5198782,1.6962653
2009-05-01,1.2972457,1.6751807,1.8570946
2009-06-01,1.2745119,1.8190876,2.0073266
2009-07-01,1.5522347,1.8791617,2.0420241
2009-08-01,2.0245319,1.9783579,2.0934921
2009-09-01,2.3608109,1.988202,2.0688171
2009-10-01,1.6283633,1.7989016,1.9561555
2009-11-01,1.8070337,1.8819046,2.0233626
2009-12-01,1.7866037,1.767798,1.9064085
2010-01-01,1.6957593,1.9320247,2.0911325
2010-02-01,1.7316171,1.8645258,2.0165529
2010-03-01,1.9701388,1.8811108,2.0067599
2010-04-01,1.587202,1.897095,2.0631275
2010-05-01,1.562963,1.856677,2.0234055
2010-06-01,1.3532178,1.6983544,1.8811319
2010-07-01,0.96279857,1.5125837,1.7304709
2010-08-01,1.3411201,1.5327991,1.7086811
2010-09-01,0.90713698,1.3628384,1.580762
2010-10-01,1.3652619,1.4064908,1.5742367
2010-11-01,1.3962369,1.3817,1.5460638
2010-12-01,1.4938723,1.5370198,1.6945193
2011-01-01,1.7900451,1.8493193,1.9670054
2011-02-01,1.9547432,1.8901178,1.9901515
2011-03-01,2.1063793,1.9631042,2.048335
2011-04-01,2.0757372,2.0073539,2.099215
2011-05-01,2.292302,1.9651925,2.032293
2011-06-01,2.1177045,1.8123879,1.894122
2011-07-01,2.432348,1.9369166,1.9889734
2011-08-01,1.5113148,1.5890717,1.7313642
2011-09-01,1.008876,1.3655802,1.5583105
2011-10-01,1.4656093,1.4432293,1.5883361
2011-11-01,1.5052488,1.4665774,1.6085842
2011-12-01,1.7116627,1.5221908,1.6422125
2012-01-01,1.4714419,1.455813,1.6011744
2012-02-01,1.5014226,1.406833,1.5458862
2012-03-01,1.3620536,1.4255371,1.5801475
2012-04-01,1.6869361,1.527704,1.6497201
2012-05-01,1.5903147,1.4303528,1.5553438
2012-06-01,0.78930567,1.2066404,1.4156358
2012-07-01,1.2966497,1.3280776,1.4852789
2012-08-01,1.3700924,1.3348091,1.480409
2012-09-01,1.9315046,1.443758,1.5292492
2012-10-01,1.6131067,1.3814058,1.5026504
2012-11-01,1.6632266,1.4037991,1.5179508
2012-12-01,2.1029068,1.4588874,1.5262619
2013-01-01,1.3155854,1.3370393,1.4890559
2013-02-01,1.3608065,1.3922361,1.5381946
2013-03-01,1.0049408,1.231004,1.4118858
2013-04-01,1.4563149,1.3281382,1.4618435
2013-05-01,1.1780254,1.2491782,1.4138488
2013-06-01,1.3532103,1.4008832,1.5503442
2013-07-01,1.0030329,1.4426627,1.634568
2013-08-01,1.797427,1.6468685,1.7580797
2013-09-01,2.202423,1.7968176,1.8688006
2013-10-01,1.5555239,1.5911875,1.7246934
2013-11-01,1.4505754,1.5695147,1.7163045
2013-12-01,1.9240314,1.6860486,1.7851389
2014-01-01,1.6382453,1.7153084,1.8490071
2014-02-01,1.5858281,1.632026,1.7690838
2014-03-01,1.2194617,1.5687767,1.7451938
2014-04-01,1.653011,1.7415577,1.87485
2014-05-01,1.76839,1.748523,1.8687902
2014-06-01,1.5265458,1.684508,1.8300901
2014-07-01,1.8594911,1.7704087,1.8823807
2014-08-01,1.8065541,1.766452,1.8790741
2014-09-01,2.1150395,1.8315705,1.9131183
2014-10-01,1.6022445,1.7367613,1.8727096
2014-11-01,1.321155,1.6543211,1.8157437
2014-12-01,2.1860996,1.7832413,1.8521375
2015-01-01,0.91604112,1.5049432,1.6943704
2015-02-01,0.38334206,1.2882705,1.5339526
2015-03-01,0.79843856,1.4951956,1.7034873
2015-04-01,1.5899931,1.5864912,1.7122854
2015-05-01,1.7028274,1.6757722,1.793767
2015-06-01,1.7750546,1.7112977,1.8240356
2015-07-01,1.8011251,1.7693587,1.8829511
2015-08-01,1.7247986,1.6980816,1.817785
2015-09-01,1.92835583,1.74063198,1.83859304
2015-10-01,1.3119821,1.579485,1.7425951
2015-11-01,1.3066673,1.6363077,1.802926
2015-12-01,1.46795515,1.66549508,1.81273123
2016-01-01,1.47498776,1.70130035,1.85042813
2016-02-01,1.11589387,1.52606345,1.7071694
2016-03-01,0.78224551,1.43394055,1.64890624
2016-04-01,1.68966418,1.60102719,1.71603963
2016-05-01,1.66012215,1.62654651,1.74893221
2016-06-01,1.28116185,1.56184274,1.72374515
2016-07-01,1.64813436,1.50923924,1.63004592
2016-08-01,1.5900866,1.51843982,1.64768851
2016-09-01,2.06443724,1.64784373,1.72789683
2016-10-01,1.74399736,1.58977135,1.70459005
2016-11-01,1.90220184,1.65806018,1.75829573
2016-12-01,2.2917332,1.89000404,1.95369171
2017-01-01,2.1027318,1.8454627,1.92241681
2017-02-01,1.94277371,1.82718762,1.92235723
2017-03-01,1.50314821,1.75034457,1.88654098
2017-04-01,1.71866969,1.74714341,1.85758237
2017-05-01,1.56480634,1.71269334,1.84054543
2017-06-01,0.95868776,1.54109835,1.73020088
2017-07-01,1.71215951,1.73893855,1.84955694
2017-08-01,1.65217832,1.70005771,1.8153385
2017-09-01,2.05780237,1.77325229,1.84386995
2017-10-01,1.95269933,1.80800185,1.89298914
2017-11-01,2.06917502,1.85217904,1.92496508
2017-12-01,2.82407476,2.01718195,2.01118703
2018-01-01,1.9048938,1.86617639,1.95641907
2018-02-01,2.13804094,2.00534843,2.07333165
2018-03-01,1.68874433,1.86072811,1.97024161
2018-04-01,1.84679022,1.89293546,1.98436343
2018-05-01,1.96778394,2.00894606,2.09161804
2018-06-01,1.59099529,1.92400996,2.04590296
2018-07-01,2.12308939,2.03159462,2.09571821
2018-08-01,2.12845808,2.07519107,2.14036185
2018-09-01,2.41001454,2.10310861,2.13615266
2018-10-01,2.21216657,2.11263929,2.16677604
2018-11-01,2.16701625,2.09822052,2.15417847
2018-12-01,1.98107002,2.01953345,2.09134924
2019-01-01,1.8039584,1.87267231,1.95832446
2019-02-01,1.78943106,1.88227201,1.97069441
2019-03-01,1.37532429,1.570003,1.69207771
2019-04-01,2.0373803,1.69509441,1.74737586
2019-05-01,2.18513987,1.7638552,1.80265678
2019-06-01,1.60914045,1.54038275,1.63705342
2019-07-01,1.74765616,1.59047749,1.67609847
2019-08-01,1.71433646,1.56887016,1.65909585
2019-09-01,1.64492794,1.46482077,1.56044845
2019-10-01,1.72460183,1.54904817,1.64198724
2019-11-01,1.69729979,1.57873628,1.67935282
2019-12-01,1.70378442,1.61310184,1.7145255
2020-01-01,1.79710932,1.64111652,1.7346773
2020-02-01,1.64596366,1.51320566,1.61900368
2020-03-01,0.98707392,1.1211007,1.26977517
2020-04-01,-0.05035367,0.88234276,1.15834975
2020-05-01,-0.21879037,0.86493627,1.16234276
2020-06-01,0.51275711,1.01290639,1.23186673
2020-07-01,1.57200144,1.2377693,1.34690049
2020-08-01,1.67677177,1.23958067,1.34095578
2020-09-01,1.5827644,1.23631532,1.35099923
2020-10-01,1.39703767,1.20124146,1.33753773
2020-11-01,1.42002946,1.23965611,1.37663264
2020-12-01,1.64952129,1.30246527,1.41717038
2021-01-01,1.4460926,1.24288849,1.37942385
2021-02-01,1.67548668,1.31345304,1.42757598
2021-03-01,1.51383809,1.36586039,1.4974036
2021-04-01,1.75471736,1.47891829,1.58314707
2021-05-01,1.86820734,1.48598552,1.57835302
2021-06-01,2.05518859,1.52568217,1.59628851
2021-07-01,2.07311612,1.55335025,1.62481074
2021-08-01,2.46241259,1.54992943,1.58016294
2021-09-01,2.68413713,1.63260191,1.64278592
2021-10-01,1.85436755,1.51670347,1.61273952
2021-11-01,2.4798405,1.72679923,1.75849648
2021-12-01,2.62030861,1.7407948,1.75897506
2022-01-01,2.24175848,1.73444186,1.7965635
2022-02-01,2.62741883,1.89861214,1.92112169
2022-03-01,3.05769883,1.97801677,1.94721641
2022-04-01,3.39290341,2.26755868,2.21125412
2022-05-01,3.63465785,2.45008154,2.37039462
2022-06-01,4.22671337,2.5513544,2.40126382
2022-07-01,3.3092777,2.28813375,2.22257318
2022-08-01,3.37713165,2.1869859,2.09959153
2022-09-01,4.17914969,2.53306319,2.36598926
2022-10-01,2.88195932,2.40070757,2.37080895
2022-11-01,3.23904839,2.53058351,2.45466999
2022-12-01,2.86811918,2.26844917,2.21937769
2023-01-01,2.6790161,2.31430445,2.28560928
2023-02-01,2.61308946,2.13652091,2.10573941
2023-03-01,2.07325087,2.22638086,2.25862414
2023-04-01,2.65083257,2.13835537,2.10348814
2023-05-01,2.65363857,2.19228495,2.16281462
2023-06-01,1.36626254,1.66807333,1.75489679
2023-07-01,2.47431653,2.08637277,2.06401319
2023-08-01,2.60696893,2.1788282,2.13876555
2023-09-01,2.81243484,2.28083051,2.22221813
2023-10-01,2.76957367,2.4128972,2.36266313
2023-11-01,2.7911957,2.4352391,2.38411387
2023-12-01,3.09166499,2.36399899,2.27841034
2024-01-01,2.41863256,2.18036388,2.16450727
2024-02-01,2.42832804,2.16391067,2.14620097
2024-03-01,2.08221333,2.19719547,2.21875271
2024-04-01,2.70436687,2.38428339,2.34296136
2024-05-01,2.93566763,2.51466811,2.45150113
2024-06-01,2.7258402,2.41228541,2.36706367
2024-07-01,2.55564431,2.39355893,2.36818604
2024-08-01,2.3470594,2.173058,2.16406862
2024-09-01,2.23612091,2.11947357,2.12450669
2024-10-01,2.25612841,2.10742502,2.11629084
2024-11-01,2.4316758,2.33268501,2.3321638
2024-12-01,2.65035634,2.34974749,2.32446872
2025-01-01,2.62695841,2.45938718,2.4442605
2025-02-01,2.72766223,2.49094871,2.46766707
2025-03-01,2.18385272,2.26870882,2.29565598
2025-04-01,2.88718559,2.39734434,2.35127536
2025-05-01,2.69133727,2.335645,2.30900499
2025-06-01,2.38054202,2.33705221,2.34697544
2025-07-01,2.78904728,2.37216433,2.33880069
2025-08-01,2.68936045,2.30463591,2.27835771
2025-09-01,2.80359931,2.33618891,2.29884242
2025-10-01,2.72759763,2.32175117,2.29642109
2025-11-01,2.70387514,2.33094326,2.30712971
2025-12-01,3.19286884,2.42023389,2.347133
2026-01-01,2.58639537,2.33732028,2.33188071
2026-02-01,2.58569815,2.37354844,2.37049821
2026-03-01,2.29529521,2.18270427,2.19472618
2026-04-01,3.27639808,2.50439617,2.41878465
2026-05-01,3.53525552,2.5958291,2.4874849
2026-06-01,3.03886595,2.528537,2.46542426
2026-07-01,2.3860011,2.4256476,2.43582047
2026-08-01,2.39370308,2.47943444,2.491664
